"","code","word","psychometric"
"251",17250,"personnel",350.8
"252",17251,"officer",316.923529411765
"253",17252,"for",275.571764705882
"254",17253,"the",273.5
"255",17254,"Kansas",289.632941176471
"256",17255,"City",438.611764705882
"257",17256,"Medical",283.97
"258",17257,"Depot",297.401764705882
"259",17258,"when",328.564117647059
"260",17259,"he",298.485294117647
"261",17260,"decided",310.977058823529
"262",17261,"that",332.521764705882
"263",17262,"if",268.081176470588
"264",17263,"he",285.793529411765
"265",17264,"was",253.434117647059
"266",17265,"going",256.405294117647
"267",17266,"to",251.55
"268",17267,"make",245.121764705882
"269",17268,"the",285.285294117647
"270",17269,"Army",351.429411764706
"271",17270,"his",265.633529411765
"272",17271,"career,",258.245294117647
"273",17272,"he",320.345882352941
"274",17273,"wanted",264.254705882353
"275",17274,"to",235.062941176471
"276",17275,"be",263.307647058824
"277",17276,"in",284.485882352941
"278",17277,"the",264.212352941176
"279",17278,"fighting",306.854705882353
"280",17279,"part",268.962941176471
"281",17280,"of",239.141764705882
"282",17281,"it.",241.982352941176
"283",17282,"Though",247.702941176471
"284",17283,"he",279.394705882353
"285",17284,"knew",309.793529411765
"286",17285,"no",273.941764705882
"287",17286,"more",240.177058823529
"288",17287,"about",235.978235294118
"289",17288,"military",277.567058823529
"290",17289,"science",269.052352941176
"291",17290,"and",280.481176470588
"292",17291,"tactics",289.275882352941
"293",17292,"than",282.473529411765
"294",17293,"any",262.970588235294
"295",17294,"other",272.688235294118
"296",17295,"desk",243.636470588235
"297",17296,"officer,",265.935294117647
"298",17297,"he",387.160588235294
"299",17298,"managed",304.288823529412
"300",17299,"to",266.418235294118
"301",17300,"get",260.120588235294
"302",17301,"transferred",262.305882352941
"303",17302,"to",260.087647058824
"304",17303,"the",262.764705882353
"305",17304,"combat",258.68
"306",17305,"forces.",287.522941176471
"307",17306,"The",242.898235294118
"308",17307,"next",251.062352941176
"309",17308,"thing",254.510588235294
"310",17309,"he",258.752941176471
"311",17310,"knew",260.622352941176
"312",17311,"he",301.471176470588
"313",17312,"was",270.334705882353
"314",17313,"reporting",238.320588235294
"315",17314,"for",256.542941176471
"316",17315,"duty",272.217058823529
"317",17316,"as",245.052352941176
"318",17317,"commanding",285.530588235294
"319",17318,"officer",284.85
"320",17319,"of",294.388235294118
"321",17320,"Troop",258.697647058824
"322",17321,"H,",280.816470588235
"323",17322,"7th",276.696470588235
"324",17323,"Cavalry,",295.169411764706
"325",17324,"in",302.801764705882
"326",17325,"the",280.275294117647
"327",17326,"middle",256.698235294118
"328",17327,"of",265.491764705882
"329",17328,"corps",231.440588235294
"330",17329,"maneuvers",384.765294117647
"331",17330,"in",304.725294117647
"332",17331,"Japan.",391.081176470588
"333",17332,"Outside",334.133529411765
"334",17333,"of",304.688235294118
"335",17334,"combat,",296.610588235294
"336",17335,"he",285.56
"337",17336,"couldn't",292.418235294118
"338",17337,"have",286.88
"339",17338,"landed",294.032352941176
"340",17339,"in",259.620588235294
"341",17340,"a",243.455294117647
"342",17341,"tougher",302.129411764706
"343",17342,"spot.",266.611764705882
"344",17343,"First",327.71
"345",17344,"of",283.043529411765
"346",17345,"all,",246.592352941176
"347",17346,"no",259.478235294118
"348",17347,"unit",256.808235294118
"349",17348,"likes",265.265882352941
"350",17349,"to",246.886470588235
"351",17350,"have",285.662352941176
"352",17351,"a",272.750588235294
"353",17352,"new",238.99
"354",17353,"CO",267.873529411765
"355",17354,"brought",370.92
"356",17355,"in",607.452352941177
"357",17356,"from",291.451176470588
"358",17357,"the",260.018823529412
"359",17358,"outside,",262.684117647059
"360",17359,"especially",351.46
"361",17360,"when",273.507647058824
"362",17361,"he's",267.354705882353
"363",17362,"an",268.273529411765
"364",17363,"armchair",322.884705882353
"365",17364,"trooper.",397.293529411765
"366",17365,"Second,",266.407058823529
"367",17366,"if",269.995882352941
"368",17367,"there",257.107647058824
"369",17368,"is",242.984705882353
"370",17369,"ever",261.826470588235
"371",17370,"a",256.321764705882
"372",17371,"perfect",250.52
"373",17372,"time",264.627647058824
"374",17373,"to",252.220588235294
"375",17374,"pull",251.139411764706
"376",17375,"the",253.964705882353
"377",17376,"rug",276.835882352941
"378",17377,"out",266.922941176471
"379",17378,"from",265.554117647059
"380",17379,"under",243.567058823529
"381",17380,"him,",250.644117647059
"382",17381,"it's",262.097058823529
"383",17382,"on",262.551176470588
"384",17383,"maneuvers.",296.422941176471
"385",17384,"In",295.754705882353
"386",17385,"combat,",270.271764705882
"387",17386,"helping",311.977647058824
"388",17387,"your",268.117058823529
"389",17388,"CO",257.283529411765
"390",17389,"make",342.921764705882
"391",17390,"a",311.885294117647
"392",17391,"fool",277.905882352941
"393",17392,"of",268.298235294118
"394",17393,"himself",270.165294117647
"395",17394,"might",339.879411764706
"396",17395,"mean",246.087058823529
"397",17396,"getting",289.558235294118
"398",17397,"yourself",264.411764705882
"399",17398,"killed.",313.966470588235
"400",17399,"But",272.337647058824
"401",17400,"in",271.524705882353
"402",17401,"maneuvers,",247.65
"403",17402,"with",269.927058823529
"404",17403,"the",267.874705882353
"405",17404,"top",256.399411764706
"406",17405,"brass",288.4
"407",17406,"watching",339.575294117647
"408",17407,"him",304.562352941176
"409",17408,"all",282.991176470588
"410",17409,"the",244.791176470588
"411",17410,"time,",246.362352941176
"412",17411,"it's",259.483529411765
"413",17412,"easy.",260.252352941176
"414",17413,"Chandler",330.327647058824
"415",17414,"understood",328.042352941176
"416",17415,"this",311.259411764706
"417",17416,"and",268.357647058824
"418",17417,"expected",312.409411764706
"419",17418,"the",328.790588235294
"420",17419,"worst.",269.082352941176
"421",17420,"But",288.61
"422",17421,"his",241.354117647059
"423",17422,"first",245.911764705882
"424",17423,"few",248.604117647059
"425",17424,"days",244.061764705882
"426",17425,"with",256.462941176471
"427",17426,"Troop",250.66
"428",17427,"H",252.077058823529
"429",17428,"were",275.765294117647
"430",17429,"full",293.627647058824
"431",17430,"of",307.997647058824
"432",17431,"surprises,",259.760588235294
"433",17432,"beginning",339.744705882353
"434",17433,"with",323.155882352941
"435",17434,"First",251.35
"436",17435,"Sergeant",283.666470588235
"437",17436,"Robert",325.195882352941
"438",17437,"Early.",329.164117647059
"439",17438,"Chandler",280.462941176471
"440",17439,"had",263.021176470588
"441",17440,"expected",270.845294117647
"442",17441,"a",259.368235294118
"443",17442,"tough",289.010588235294
"444",17443,"old",260.413529411765
"445",17444,"trooper",284.081176470588
"446",17445,"with",254.698823529412
"447",17446,"a",255.804117647059
"448",17447,"gravel",246.064117647059
"449",17448,"voice.",308.830588235294
"450",17449,"Instead",285.81
"451",17450,"Sergeant",269.898823529412
"452",17451,"Early",267.428235294118
"453",17452,"was",299.239411764706
"454",17453,"quiet,",261.684117647059
"455",17454,"sharp",304.652941176471
"456",17455,"and",252.030588235294
"457",17456,"confident.",273.987647058824
"458",17457,"He",300.744705882353
"459",17458,"had",264.912352941176
"460",17459,"enlisted",301.283529411765
"461",17460,"in",276.579411764706
"462",17461,"the",254.737058823529
"463",17462,"Army",253.172352941176
"464",17463,"straight",252.231764705882
"465",17464,"out",255.929411764706
"466",17465,"of",238.674705882353
"467",17466,"high",233.985882352941
"468",17467,"school",256.451764705882
"469",17468,"and",235.105882352941
"470",17469,"had",252.55
"471",17470,"immediately",273.73
"472",17471,"set",267.111176470588
"473",17472,"about",248.585882352941
"474",17473,"learning",263.972941176471
"475",17474,"his",244.955882352941
"476",17475,"new",244.198235294118
"477",17476,"trade.",279.193529411765
"478",17477,"There",250.736470588235
"479",17478,"was",258.582352941176
"480",17479,"no",241.787647058824
"481",17480,"weapon",253.019411764706
"482",17481,"Early",241.724117647059
"483",17482,"could",248.010588235294
"484",17483,"not",311.878823529412
"485",17484,"take",300.183529411765
"486",17485,"apart",258.240588235294
"487",17486,"and",240.814117647059
"488",17487,"reassemble",256.527058823529
"489",17488,"blind-folded.",363.65
"490",17489,"He",313.815294117647
"491",17490,"could",242.200588235294
"492",17491,"lead",275.164117647059
"493",17492,"a",318.111764705882
"494",17493,"patrol",251.98
"495",17494,"and",272.518823529412
"496",17495,"he",303.398823529412
"497",17496,"knew",286.861176470588
"498",17497,"his",258.889411764706
"499",17498,"paper",274.058235294118
"500",17499,"work.",362.337058823529
"501",17500,"Further,",278.677647058824
"502",17501,"he",274.087058823529
"503",17502,"had",276.571176470588
"504",17503,"taken",250.347058823529
"505",17504,"full",262.739411764706
"506",17505,"advantage",280.31
"507",17506,"of",259.086470588235
"508",17507,"the",272.248823529412
"509",17508,"Army's",262.641176470588
"510",17509,"correspondence",321.775294117647
"511",17510,"courses.",432.734705882353
"512",17511,"He",268.567647058824
"513",17512,"not",347.601176470588
"514",17513,"only",295.383529411765
"515",17514,"knew",270.543529411765
"516",17515,"soldiering,",338.91
"517",17516,"but",356.195294117647
"518",17517,"mathematics,",345.518823529412
"519",17518,"history",356.825882352941
"520",17519,"and",310.547647058824
"521",17520,"literature",329.801764705882
"522",17521,"as",290.631176470588
"523",17522,"well.",318.347058823529
"524",17523,"But",303.871176470588
"525",17524,"for",297.678235294118
"526",17525,"all",275.645294117647
"527",17526,"his",254.281764705882
"528",17527,"erudite",318.13
"529",17528,"confidence,",463.62
"530",17529,"Sergeant",431.937647058824
"531",17530,"Early",330.013529411765
"532",17531,"was",269.821764705882
"533",17532,"right",277.314705882353
"534",17533,"out",282.146470588235
"535",17534,"of",251.366470588235
"536",17535,"the",265.486470588235
"537",17536,"Garryowen",302.322352941176
"538",17537,"mold.",470.091764705882
"539",17538,"He",297.721764705882
"540",17539,"was",259.701764705882
"541",17540,"filled",281.167058823529
"542",17541,"with",270.622352941176
"543",17542,"the",244.959411764706
"544",17543,"spirit",257.837647058824
"545",17544,"of",259.394705882353
"546",17545,"the",248.252352941176
"547",17546,"Fighting",274.46
"548",17547,"Seventh.",250.584705882353
"549",17548,"That",259.943529411765
"550",17549,"saved",293.194117647059
"551",17550,"Mel",249.210588235294
"552",17551,"Chandler.",381.456470588235
"553",17552,"Sergeant",272.807647058824
"554",17553,"Early",268.87
"555",17554,"let",247.355882352941
"556",17555,"the",270.898823529412
"557",17556,"new",240.283529411765
"558",17557,"CO",277.654705882353
"559",17558,"know",270.247058823529
"560",17559,"just",259.978235294118
"561",17560,"how",352.362941176471
"562",17561,"lucky",266.251764705882
"563",17562,"he",237.803529411765
"564",17563,"was",239.702352941176
"565",17564,"to",234.546470588235
"566",17565,"be",256.531176470588
"567",17566,"in",233.625294117647
"568",17567,"the",233.354117647059
"569",17568,"best",226.48
"570",17569,"troop",271.857058823529
"571",17570,"in",237.462352941176
"572",17571,"the",241.107058823529
"573",17572,"best",236.864117647059
"574",17573,"regiment",251.5
"575",17574,"in",256.517058823529
"576",17575,"the",238.171764705882
"577",17576,"United",251.524117647059
"578",17577,"States",263.452352941176
"579",17578,"Army.",297.005294117647
"580",17579,"He",347.623529411765
"581",17580,"fed",251.173529411765
"582",17581,"the",305.607058823529
"583",17582,"captain",259.260588235294
"584",17583,"bits",270.228823529412
"585",17584,"of",249.824705882353
"586",17585,"history",257.037058823529
"587",17586,"about",244.639411764706
"588",17587,"the",252.957058823529
"589",17588,"troops",256.568823529412
"590",17589,"and",263.312941176471
"591",17590,"the",260.014705882353
"592",17591,"regiment.",310.815294117647
"593",17592,"For",247.581764705882
"594",17593,"example,",257.794117647059
"595",17594,"it",259.404705882353
"596",17595,"was",298.774705882353
"597",17596,"a",238.941764705882
"598",17597,"battalion",231.114117647059
"599",17598,"of",333.742352941176
"600",17599,"the",266.172352941176
"601",17600,"7th",247.001176470588
"602",17601,"Cavalry",321.853529411765
"603",17602,"under",247.391176470588
"604",17603,"Colonel",277.204705882353
"605",17604,"George",261.324705882353
"606",17605,"Armstrong",281.562352941176
"607",17606,"Custer",285.272941176471
"608",17607,"that",358.604117647059
"609",17608,"had",285.824117647059
"610",17609,"been",298.005294117647
"611",17610,"wiped",246.489411764706
"612",17611,"out",254.191176470588
"613",17612,"at",246.658235294118
"614",17613,"the",228.481176470588
"615",17614,"Battle",238.881176470588
"616",17615,"of",243.924117647059
"617",17616,"The",263.54
"618",17617,"Little",269.491764705882
"619",17618,"Big",262.089411764706
"620",17619,"Horn.",396.822941176471
"621",17620,"It",298.158235294118
"622",17621,"didn't",242.711176470588
"623",17622,"take",271.587647058824
"624",17623,"Captain",264.192352941176
"625",17624,"Chandler",308.566470588235
"626",17625,"long",247.153529411765
"627",17626,"to",262.177647058824
"628",17627,"realize",256.315294117647
"629",17628,"that",264.315294117647
"630",17629,"he",358.884705882353
"631",17630,"had",248.925882352941
"632",17631,"to",239.985882352941
"633",17632,"carry",258.670588235294
"634",17633,"a",259.775294117647
"635",17634,"heavy",263.055882352941
"636",17635,"load",259.743529411765
"637",17636,"of",255.194117647059
"638",17637,"tradition",281.858823529412
"639",17638,"on",251.067647058824
"640",17639,"his",233.027647058824
"641",17640,"shoulders",244.359411764706
"642",17641,"as",262.798823529412
"643",17642,"commander",242.697058823529
"644",17643,"of",245.195294117647
"645",17644,"Troop",250.978823529412
"646",17645,"A.",287.967647058824
"647",17646,"But",333.044705882353
"648",17647,"what",352.062352941176
"649",17648,"made",289.136470588235
"650",17649,"the",255.037647058824
"651",17650,"load",277.003529411765
"652",17651,"lighter",267.713529411765
"653",17652,"was",282.599411764706
"654",17653,"the",271.888235294118
"655",17654,"realization",266.362352941176
"656",17655,"that",257.573529411765
"657",17656,"every",230.747058823529
"658",17657,"officer,",246.928235294118
"659",17658,"non-com",271.095882352941
"660",17659,"and",457.567058823529
"661",17660,"trooper",367.185294117647
"662",17661,"was",318.377058823529
"663",17662,"ready",284.403529411765
"664",17663,"and",256.446470588235
"665",17664,"willing",350.545294117647
"666",17665,"to",278.877647058824
"667",17666,"help",260.320588235294
"668",17667,"him",258.757647058824
"669",17668,"carry",270.199411764706
"670",17669,"it,",290.403529411765
"671",17670,"for",260.682941176471
"672",17671,"the",257.081176470588
"673",17672,"good",246.562941176471
"674",17673,"of",233.544117647059
"675",17674,"the",234.679411764706
"676",17675,"troop",249.289411764706
"677",17676,"and",259.972941176471
"678",17677,"the",243.338823529412
"679",17678,"regiment.",515.702352941177
"680",18500,"O'Banion",639.675238095238
"681",18501,"was",360.775238095238
"682",18502,"a",273.41380952381
"683",18503,"complex",266.82
"684",18504,"and",278.653333333333
"685",18505,"frightening",335.030952380952
"686",18506,"man,",300.900476190476
"687",18507,"whose",299.347619047619
"688",18508,"bright",359.132857142857
"689",18509,"blue",324.205714285714
"690",18510,"eyes",284.398095238095
"691",18511,"stared",304.061904761905
"692",18512,"with",415.772857142857
"693",18513,"a",364.903333333333
"694",18514,"kind",324.649047619048
"695",18515,"of",303.238095238095
"696",18516,"frozen",286.564285714286
"697",18517,"candour",295.322380952381
"698",18518,"into",325.772380952381
"699",18519,"others'.",286.836666666667
"700",18520,"He",277.707142857143
"701",18521,"had",276.822380952381
"702",18522,"a",254.239047619048
"703",18523,"round,",284.607142857143
"704",18524,"frank",274.704285714286
"705",18525,"Irish",331.842857142857
"706",18526,"face,",300.011904761905
"707",18527,"creased",480.67380952381
"708",18528,"in",433.130476190476
"709",18529,"a",299.311428571429
"710",18530,"jovial",265.628571428571
"711",18531,"grin",323.168095238095
"712",18532,"that",299.854285714286
"713",18533,"stayed",316.213333333333
"714",18534,"bleakly",296.219523809524
"715",18535,"in",343.806666666667
"716",18536,"place",325.41
"717",18537,"even",405.351904761905
"718",18538,"when",286.432380952381
"719",18539,"he",267.112857142857
"720",18540,"was",274.991428571429
"721",18541,"pumping",417.743333333333
"722",18542,"bullets",365.455238095238
"723",18543,"into",316.952857142857
"724",18544,"someone's",289.089047619048
"725",18545,"body.",302.912380952381
"726",18546,"He",281.111428571429
"727",18547,"carried",312.333333333333
"728",18548,"three",290.447142857143
"729",18549,"guns --",272.901428571429
"730",18550,"one",303.254285714286
"731",18551,"in",269.570952380952
"732",18552,"the",262.6
"733",18553,"right",352.905238095238
"734",18554,"trouser",292.469047619048
"735",18555,"pocket,",338.935714285714
"736",18556,"one",304.802380952381
"737",18557,"under",278.862857142857
"738",18558,"his",302.987142857143
"739",18559,"left",293.044761904762
"740",18560,"armpit,",473.843333333333
"741",18561,"one",358.125238095238
"742",18562,"in",308.992380952381
"743",18563,"the",247.222857142857
"744",18564,"left",302.513333333333
"745",18565,"outside",334.60619047619
"746",18566,"coat",393.060952380952
"747",18567,"pocket --",437.328571428571
"748",18568,"and",335.87619047619
"749",18569,"was",301.259047619048
"750",18570,"equally",273.158095238095
"751",18571,"lethal",332.970952380952
"752",18572,"with",283.874761904762
"753",18573,"both",274.338571428571
"754",18574,"hands.",298.983333333333
"755",18575,"He",270.339047619048
"756",18576,"killed",317.597142857143
"757",18577,"accurately,",448.837619047619
"758",18578,"freely,",398.29619047619
"759",18579,"and",306.801904761905
"760",18580,"dispassionately.",464.733333333333
"761",18581,"The",305.46380952381
"762",18582,"police",303.760476190476
"763",18583,"credited",348.302857142857
"764",18584,"him",351.240476190476
"765",18585,"with",298.042857142857
"766",18586,"twenty-five",313.138095238095
"767",18587,"murders",364.125714285714
"768",18588,"but",325.769047619048
"769",18589,"he",290.008095238095
"770",18590,"was",274.626666666667
"771",18591,"never",284.922380952381
"772",18592,"brought",296.61
"773",18593,"to",332.624761904762
"774",18594,"trial",269.954285714286
"775",18595,"for",263.365714285714
"776",18596,"one",251.19619047619
"777",18597,"of",287.168571428571
"778",18598,"them.",310.395238095238
"779",18599,"Like",282.038571428571
"780",18600,"a",256.635714285714
"781",18601,"fair",271.023333333333
"782",18602,"number",293.625714285714
"783",18603,"of",273.16380952381
"784",18604,"bootleggers",324.603333333333
"785",18605,"he",413.797142857143
"786",18606,"disliked",285.47380952381
"787",18607,"alcohol.",347.41619047619
"788",18608,"He",499.371904761905
"789",18609,"was",359.49
"790",18610,"an",304.385714285714
"791",18611,"expert",330.494761904762
"792",18612,"florist,",358.868571428571
"793",18613,"tenderly",476.455714285714
"794",18614,"dextrous",394.630476190476
"795",18615,"in",382.77
"796",18616,"the",301.595714285714
"797",18617,"arrangement",318.192857142857
"798",18618,"of",288.809047619048
"799",18619,"bouquets",310.621904761905
"800",18620,"and",299.900952380952
"801",18621,"wreaths.",412.375714285714
"802",18622,"He",296.505714285714
"803",18623,"had",286.712857142857
"804",18624,"no",302.819047619048
"805",18625,"apparent",336.941904761905
"806",18626,"comprehension",376.86380952381
"807",18627,"of",374.039523809524
"808",18628,"morality;",295.542857142857
"809",18629,"he",563.449523809524
"810",18630,"divided",390.453333333333
"811",18631,"humanity",394.213333333333
"812",18632,"into",347.946666666667
"813",18633,"""right",365.609523809524
"814",18634,"guys""",422.751428571429
"815",18635,"and",326.024285714286
"816",18636,"""wrong",276.054285714286
"817",18637,"guys,""",270.580952380952
"818",18638,"and",295.102857142857
"819",18639,"the",268.286666666667
"820",18640,"wrong",313.641904761905
"821",18641,"ones",319.68
"822",18642,"he",295.486666666667
"823",18643,"was",288.474285714286
"824",18644,"always",284.537619047619
"825",18645,"willing",290.880952380952
"826",18646,"to",277.257142857143
"827",18647,"kill",282.856666666667
"828",18648,"and",353.580952380952
"829",18649,"trample",274.612380952381
"830",18650,"under.",315.244285714286
"831",18651,"He",298.754285714286
"832",18652,"had",349.253333333333
"833",18653,"what",279.826666666667
"834",18654,"was",300.385714285714
"835",18655,"described",302.252857142857
"836",18656,"by",292.569047619048
